learnerID,learnerProfile,testID,theta,realScore,Timestamp
A090000669,M;S01;9,A090000022,-0.2205062885,0.2599757929,2021-01-08 06:08:25.336946
A090000292,M;S01;9,A090000022,0.0299387356,0.3521071125,2021-01-08 06:08:25.336946
A090000251,F;S01;9,A090000022,0.4025662698,0.55396951,2021-01-08 06:08:25.336946
A090000584,F;S01;9,A090000022,1.1567216448,0.8781152184,2021-01-08 06:08:25.336946
A090000444,M;S01;9,A090000022,0.7068021397,0.7341339792,2021-01-08 06:08:25.336946
A090000294,M;S01;9,A090000022,0.6969471883,0.7293987654,2021-01-08 06:08:25.336946
A090000191,F;S01;9,A090000022,1.0086425462,0.8433370962,2021-01-08 06:08:25.336946
A090000235,M;S01;9,A090000022,-0.2205062885,0.2599757929,2021-01-08 06:08:25.336946
A090000592,F;S01;9,A090000022,0.0124223468,0.3445683619,2021-01-08 06:08:25.336946
A090000668,M;S01;9,A090000022,0.0081452304,0.3427516902,2021-01-08 06:08:25.336946
A090000508,F;S01;9,A090000022,0.4009575796,0.552934817,2021-01-08 06:08:25.336946
A090000276,F;S01;9,A090000022,1.361040659,0.9123380041,2021-01-08 06:08:25.336946
A090000663,F;S01;9,A090000022,-0.2205062885,0.2599757929,2021-01-08 06:08:25.336946
A090000134,M;S01;9,A090000022,-0.840247867,0.1549334627,2021-01-08 06:08:25.336946
A090000666,M;S01;9,A090000022,0.2960018406,0.4877935508,2021-01-08 06:08:25.336946
A090000189,F;S01;9,A090000022,1.361040659,0.9123380041,2021-01-08 06:08:25.336946
A090000461,M;S01;9,A090000022,0.0299387356,0.3521071125,2021-01-08 06:08:25.336946
A090000313,M;S01;9,A090000022,0.0753714793,0.3724036529,2021-01-08 06:08:25.336946
A090000074,F;S01;9,A090000022,1.361040659,0.9123380041,2021-01-08 06:08:25.336946
A090000717,M;S01;9,A090000022,-0.2208759762,0.2598655417,2021-01-08 06:08:25.336946
A090000143,M;S01;9,A090000022,-0.7630283504,0.1619806229,2021-01-08 06:08:25.336946
A090000162,M;S01;9,A090000022,0.6505365828,0.7058854262,2021-01-08 06:08:25.336946
A090000385,F;S01;9,A090000022,0.8070012507,0.7774908847,2021-01-08 06:08:25.336946
A090000400,M;S01;9,A090000022,0.8239437241,0.784029024,2021-01-08 06:08:25.336946
A090000550,F;S01;9,A090000022,1.0086425462,0.8433370962,2021-01-08 06:08:25.336946
A090000164,F;S01;9,A090000022,-0.5843827625,0.1831715822,2021-01-08 06:08:25.336946
A090000210,M;S01;9,A090000022,-0.2205062885,0.2599757929,2021-01-08 06:08:25.336946
A090000038,F;S01;9,A090000022,1.0086425462,0.8433370962,2021-01-08 06:08:25.336946
A090000466,M;S01;9,A090000022,-0.7407938023,0.1642212089,2021-01-08 06:08:25.336946
A090000112,M;S01;9,A090000022,-0.8262840624,0.1561280234,2021-01-08 06:08:25.336946
A090000443,F;S01;9,A090000022,-0.840247867,0.1549334627,2021-01-08 06:08:25.336946
A090000679,F;S01;9,A090000022,-0.6878400043,0.1699788866,2021-01-08 06:08:25.336946
A090000670,F;S01;9,A090000022,0.6969471883,0.7293987654,2021-01-08 06:08:25.336946
A090000105,F;S01;9,A090000022,0.6603664819,0.7110339307,2021-01-08 06:08:25.336946
A090000330,M;S01;9,A090000022,0.9037441618,0.8121627448,2021-01-08 06:08:25.336946
A090000293,M;S01;9,A090000022,1.361040659,0.9123380041,2021-01-08 06:08:25.336946
A090000046,F;S01;9,A090000022,1.1567216448,0.8781152184,2021-01-08 06:08:25.336946
A090000469,M;S01;9,A090000022,1.361040659,0.9123380041,2021-01-08 06:08:25.336946
A090000278,M;S01;9,A090000022,0.5637871614,0.6566817233,2021-01-08 06:08:25.336946
A090000060,M;S01;9,A090000022,-0.840247867,0.1549334627,2021-01-08 06:08:25.336946
A090000683,M;S01;9,A090000022,1.361040659,0.9123380041,2021-01-08 06:08:25.336946
A090000563,F;S01;9,A090000022,0.1424557057,0.4043954421,2021-01-08 06:08:25.336946
A090000025,F;S01;9,A090000022,0.4817562901,0.605236306,2021-01-08 06:08:25.336946
A090000391,M;S01;9,A090000022,-0.3261459043,0.2314915318,2021-01-08 06:08:25.336946
A090000598,M;S01;9,A090000022,-0.3261459043,0.2314915318,2021-01-08 06:08:25.336946
A090000503,M;S01;9,A090000022,-0.8158611257,0.1570418441,2021-01-08 06:08:25.336946
A090000123,F;S01;9,A090000022,1.361040659,0.9123380041,2021-01-08 06:08:25.336946
A090000618,F;S01;9,A090000022,0.5597348808,0.6542319612,2021-01-08 06:08:25.336946
A090000150,M;S01;9,A090000022,1.361040659,0.9123380041,2021-01-08 06:08:25.336946
A090000008,M;S01;9,A090000022,-0.2208759762,0.2598655417,2021-01-08 06:08:25.336946
A090000742,F;S01;9,A090000022,0.6505365828,0.7058854262,2021-01-08 06:08:25.336946
A090000169,M;S01;9,A090000022,-0.1607201093,0.2788181176,2021-01-08 06:08:25.336946
A090000201,F;S01;9,A090000022,1.1567216448,0.8781152184,2021-01-08 06:08:25.336946
A090000202,M;S01;9,A090000022,0.5244451206,0.6324397785,2021-01-08 06:08:25.336946
A090000389,M;S01;9,A090000022,-0.840247867,0.1549334627,2021-01-08 06:08:25.336946
A090000468,F;S01;9,A090000022,-0.8181506562,0.156839464,2021-01-08 06:08:25.336946
A090000308,F;S01;9,A090000022,1.361040659,0.9123380041,2021-01-08 06:08:25.336946
A090000090,F;S01;9,A090000022,1.0086425462,0.8433370962,2021-01-08 06:08:25.336946
A090000155,F;S01;9,A090000022,1.361040659,0.9123380041,2021-01-08 06:08:25.336946
A090000659,M;S01;9,A090000022,-0.840247867,0.1549334627,2021-01-08 06:08:25.336946
A090000576,M;S01;9,A090000022,0.8239437241,0.784029024,2021-01-08 06:08:25.336946
A090000311,M;S01;9,A090000022,0.5297133028,0.6357405006,2021-01-08 06:08:25.336946
A090000417,F;S01;9,A090000022,-0.6418785151,0.1754997377,2021-01-08 06:08:25.336946
A090000699,M;S01;9,A090000022,-0.2205062885,0.2599757929,2021-01-08 06:08:25.336946
A090000067,M;S01;9,A090000022,1.0086425462,0.8433370962,2021-01-08 06:08:25.336946
A090000561,M;S01;9,A090000022,0.0753714793,0.3724036529,2021-01-08 06:08:25.336946
A090000744,F;S01;9,A090000022,0.3454744341,0.5178169995,2021-01-08 06:08:25.336946
A090000534,M;S01;9,A090000022,-0.840247867,0.1549334627,2021-01-08 06:08:25.336946
A090000367,F;S01;9,A090000022,0.2823180667,0.4797493567,2021-01-08 06:08:25.336946
A090000064,M;S01;9,A090000022,0.4235669856,0.567530255,2021-01-08 06:08:25.336946
A090000018,M;S01;9,A090000022,0.2823180667,0.4797493567,2021-01-08 06:08:25.336946
A090000696,F;S01;9,A090000022,-0.2205062885,0.2599757929,2021-01-08 06:08:25.336946
A090000050,M;S01;9,A090000022,-0.838459718,0.1550845621,2021-01-08 06:08:25.336946
A090000129,M;S01;9,A090000022,0.7321800676,0.7459230373,2021-01-08 06:08:25.336946
A090000685,F;S01;9,A090000022,0.6100400019,0.683731483,2021-01-08 06:08:25.336946
A090000671,F;S01;9,A090000022,0.6969471883,0.7293987654,2021-01-08 06:08:25.336946
A090000404,F;S01;9,A090000022,0.0806286239,0.3748221977,2021-01-08 06:08:25.336946
A090000145,M;S01;9,A090000022,0.5297133028,0.6357405006,2021-01-08 06:08:25.336946
A090000653,F;S01;9,A090000022,-0.0543421348,0.3172990088,2021-01-08 06:08:25.336946
A090000200,F;S01;9,A090000022,-0.840247867,0.1549334627,2021-01-08 06:08:25.336946
A090000182,M;S01;9,A090000022,0.9037441618,0.8121627448,2021-01-08 06:08:25.336946
A090000188,M;S01;9,A090000022,-0.25931122,0.2488164903,2021-01-08 06:08:25.336946
A090000175,M;S01;9,A090000022,-0.0543421348,0.3172990088,2021-01-08 06:08:25.336946
A090000512,F;S01;9,A090000022,0.6505365828,0.7058854262,2021-01-08 06:08:25.336946
A090000342,M;S01;9,A090000022,0.180168553,0.4235081091,2021-01-08 06:08:25.336946
A090000030,F;S01;9,A090000022,-0.8181506562,0.156839464,2021-01-08 06:08:25.336946
A090000040,F;S01;9,A090000022,-0.8262840624,0.1561280234,2021-01-08 06:08:25.336946
A090000703,M;S01;9,A090000022,-0.2205062885,0.2599757929,2021-01-08 06:08:25.336946
A090000568,F;S01;9,A090000022,0.3960256107,0.5497670799,2021-01-08 06:08:25.336946
A090000305,F;S01;9,A090000022,-0.8262840624,0.1561280234,2021-01-08 06:08:25.336946
A090000037,M;S01;9,A090000022,1.361040659,0.9123380041,2021-01-08 06:08:25.336946
A090000552,M;S01;9,A090000022,1.361040659,0.9123380041,2021-01-08 06:08:25.336946
A090000257,M;S01;9,A090000022,0.4774216303,0.6024400055,2021-01-08 06:08:25.336946
A090000104,F;S01;9,A090000022,-0.5843827625,0.1831715822,2021-01-08 06:08:25.336946
A090000036,M;S01;9,A090000022,1.1567216448,0.8781152184,2021-01-08 06:08:25.336946
A090000288,F;S01;9,A090000022,-0.6878400043,0.1699788866,2021-01-08 06:08:25.336946
A090000161,F;S01;9,A090000022,0.1875410263,0.427344768,2021-01-08 06:08:25.336946
A090000535,F;S01;9,A090000022,-0.1520078086,0.2817325404,2021-01-08 06:08:25.336946
A090000303,F;S01;9,A090000022,0.8239437241,0.784029024,2021-01-08 06:08:25.336946
A090000324,F;S01;9,A090000022,-0.6657538072,0.1725679117,2021-01-08 06:08:25.336946
A090000610,M;S01;9,A090000022,-0.840247867,0.1549334627,2021-01-08 06:08:25.336946
A090000084,M;S01;9,A090000022,0.9037441618,0.8121627448,2021-01-08 06:08:25.336946
A090000183,M;S01;9,A090000022,-0.170261894,0.2756754574,2021-01-08 06:08:25.336946
A090000569,M;S01;9,A090000022,-0.0543421348,0.3172990088,2021-01-08 06:08:25.336946
A090000110,M;S01;9,A090000022,0.2576142386,0.4655303434,2021-01-08 06:08:25.336946
A090000704,F;S01;9,A090000022,0.266930081,0.4708460159,2021-01-08 06:08:25.336946
A090000709,F;S01;9,A090000022,0.4670981404,0.5957647383,2021-01-08 06:08:25.336946
A090000058,M;S01;9,A090000022,-0.840247867,0.1549334627,2021-01-08 06:08:25.336946
A090000227,M;S01;9,A090000022,-0.3261459043,0.2314915318,2021-01-08 06:08:25.336946
A090000407,M;S01;9,A090000022,-0.840247867,0.1549334627,2021-01-08 06:08:25.336946
A090000115,F;S01;9,A090000022,-0.3261459043,0.2314915318,2021-01-08 06:08:25.336946
A090000198,M;S01;9,A090000022,-0.8181506562,0.156839464,2021-01-08 06:08:25.336946
A090000344,F;S01;9,A090000022,1.0086425462,0.8433370962,2021-01-08 06:08:25.336946
A090000728,M;S01;9,A090000022,0.6969471883,0.7293987654,2021-01-08 06:08:25.336946
A090000568,F;S01;9,A090000023,-0.6090895197,0.1905076239,2021-01-08 06:08:25.336946
A090000592,F;S01;9,A090000023,-0.6090773814,0.1905083752,2021-01-08 06:08:25.336946
A090000324,F;S01;9,A090000023,-0.6090773814,0.1905083752,2021-01-08 06:08:25.336946
A090000371,F;S01;9,A090000023,1.3396957242,0.8712222166,2021-01-08 06:08:25.336946
A090000590,F;S01;9,A090000023,0.0788145126,0.2694010237,2021-01-08 06:08:25.336946
A090000047,M;S01;9,A090000023,-0.6090895251,0.1905076236,2021-01-08 06:08:25.336946
A090000655,M;S01;9,A090000023,-0.6012338825,0.1909972935,2021-01-08 06:08:25.336946
A090000161,F;S01;9,A090000023,0.0745982622,0.2686440385,2021-01-08 06:08:25.336946
A090000293,M;S01;9,A090000023,1.2453507541,0.7994913036,2021-01-08 06:08:25.336946
A090000288,F;S01;9,A090000023,0.3062146106,0.3157331149,2021-01-08 06:08:25.336946
A090000113,M;S01;9,A090000023,0.4439653144,0.3492576631,2021-01-08 06:08:25.336946
A090000313,M;S01;9,A090000023,0.260476105,0.3055480196,2021-01-08 06:08:25.336946
A090000638,M;S01;9,A090000023,-0.6090895251,0.1905076236,2021-01-08 06:08:25.336946
A090000051,M;S01;9,A090000023,0.2750857965,0.3087534225,2021-01-08 06:08:25.336946
A090000178,M;S01;9,A090000023,0.4434060561,0.3491118115,2021-01-08 06:08:25.336946
A090000436,M;S01;9,A090000023,0.0788145126,0.2694010237,2021-01-08 06:08:25.336946
A090000155,F;S01;9,A090000023,1.5633108862,0.9531798222,2021-01-08 06:08:25.336946
A090000064,M;S01;9,A090000023,-0.6090895251,0.1905076236,2021-01-08 06:08:25.336946
A090000144,M;S01;9,A090000023,-0.6090895197,0.1905076239,2021-01-08 06:08:25.336946
A090000588,F;S01;9,A090000023,0.2750857965,0.3087534225,2021-01-08 06:08:25.336946
A090000189,F;S01;9,A090000023,1.5633108862,0.9531798222,2021-01-08 06:08:25.336946
A090000339,F;S01;9,A090000023,0.2750857965,0.3087534225,2021-01-08 06:08:25.336946
A090000018,M;S01;9,A090000023,1.5633108862,0.9531798222,2021-01-08 06:08:25.336946
A090000174,F;S01;9,A090000023,1.5633108862,0.9531798222,2021-01-08 06:08:25.336946
A090000239,F;S01;9,A090000023,1.5633108862,0.9531798222,2021-01-08 06:08:25.336946
A090000129,M;S01;9,A090000023,1.2414175256,0.7960898051,2021-01-08 06:08:25.336946
A090000469,M;S01;9,A090000023,0.9381051834,0.5564492278,2021-01-08 06:08:25.336946
A090000426,M;S01;9,A090000023,0.0745982622,0.2686440385,2021-01-08 06:08:25.336946
A090000442,M;S01;9,A090000023,-0.6090773872,0.1905083748,2021-01-08 06:08:25.336946
A090000503,M;S01;9,A090000023,-0.6012338825,0.1909972935,2021-01-08 06:08:25.336946
A090000534,M;S01;9,A090000023,0.6817154273,0.4232498236,2021-01-08 06:08:25.336946
A090000379,M;S01;9,A090000023,-0.6090894996,0.1905076251,2021-01-08 06:08:25.336946
A090000425,F;S01;9,A090000023,-0.6090895197,0.1905076239,2021-01-08 06:08:25.336946
A090000280,F;S01;9,A090000023,-0.2722374647,0.2188623025,2021-01-08 06:08:25.336946
A090000164,F;S01;9,A090000023,0.0746259145,0.268648991,2021-01-08 06:08:25.336946
A090000257,M;S01;9,A090000023,1.2097670411,0.7681282904,2021-01-08 06:08:25.336946
A090000337,M;S01;9,A090000023,0.0788145126,0.2694010237,2021-01-08 06:08:25.336946
A090000098,F;S01;9,A090000023,1.5633108862,0.9531798222,2021-01-08 06:08:25.336946
A090000520,M;S01;9,A090000023,0.0746412855,0.268651744,2021-01-08 06:08:25.336946
A090000729,M;S01;9,A090000023,-0.6012338825,0.1909972935,2021-01-08 06:08:25.336946
A090000008,M;S01;9,A090000023,-0.6090895197,0.1905076239,2021-01-08 06:08:25.336946
A090000618,F;S01;9,A090000023,1.2293004838,0.7854901231,2021-01-08 06:08:25.336946
A090000031,M;S01;9,A090000023,1.1783278699,0.7399714841,2021-01-08 06:08:25.336946
A090000526,F;S01;9,A090000023,0.4681648906,0.3556578148,2021-01-08 06:08:25.336946
A090000703,M;S01;9,A090000023,0.3062146106,0.3157331149,2021-01-08 06:08:25.336946
A090000278,M;S01;9,A090000023,0.5365933574,0.37482705,2021-01-08 06:08:25.336946
A090000512,F;S01;9,A090000023,1.2177124527,0.7752203059,2021-01-08 06:08:25.336946
A090000742,F;S01;9,A090000023,1.3396957242,0.8712222166,2021-01-08 06:08:25.336946
A090000563,F;S01;9,A090000023,0.0746259145,0.268648991,2021-01-08 06:08:25.336946
A090000011,F;S01;9,A090000023,-0.6090895197,0.1905076239,2021-01-08 06:08:25.336946
A090000107,M;S01;9,A090000023,1.5633108862,0.9531798222,2021-01-08 06:08:25.336946
A090000200,F;S01;9,A090000023,0.260476105,0.3055480196,2021-01-08 06:08:25.336946
A090000017,M;S01;9,A090000023,-0.0134930513,0.2536842929,2021-01-08 06:08:25.336946
A090000537,F;S01;9,A090000023,0.260476105,0.3055480196,2021-01-08 06:08:25.336946
A090000529,M;S01;9,A090000023,0.2605622152,0.3055667817,2021-01-08 06:08:25.336946
A090000550,F;S01;9,A090000023,1.5633108862,0.9531798222,2021-01-08 06:08:25.336946
A090000081,F;S01;9,A090000023,0.2752567494,0.3087911947,2021-01-08 06:08:25.336946
A090000182,M;S01;9,A090000023,1.5633108862,0.9531798222,2021-01-08 06:08:25.336946
A090000335,F;S01;9,A090000023,-0.6090773814,0.1905083752,2021-01-08 06:08:25.336946
A090000305,F;S01;9,A090000023,0.0788311257,0.2694040138,2021-01-08 06:08:25.336946
A090000283,M;S01;9,A090000023,-0.2719749056,0.2188912096,2021-01-08 06:08:25.336946
A090000258,M;S01;9,A090000023,0.4009141772,0.3382818632,2021-01-08 06:08:25.336946
A090000444,M;S01;9,A090000023,0.4434060561,0.3491118115,2021-01-08 06:08:25.336946
A090000516,M;S01;9,A090000023,1.2453507541,0.7994913036,2021-01-08 06:08:25.336946
A090000367,F;S01;9,A090000023,0.6199805492,0.401015356,2021-01-08 06:08:25.336946
A090000100,M;S01;9,A090000023,0.532134457,0.3735231458,2021-01-08 06:08:25.336946
A090000226,F;S01;9,A090000023,1.5633108862,0.9531798222,2021-01-08 06:08:25.336946
A090000264,M;S01;9,A090000023,0.0745982622,0.2686440385,2021-01-08 06:08:25.336946
A090000299,F;S01;9,A090000023,1.2453507541,0.7994913036,2021-01-08 06:08:25.336946
A090000060,M;S01;9,A090000023,-0.6090895251,0.1905076236,2021-01-08 06:08:25.336946
A090000037,M;S01;9,A090000023,1.5633108862,0.9531798222,2021-01-08 06:08:25.336946
A090000709,F;S01;9,A090000023,0.4441102902,0.3492954868,2021-01-08 06:08:25.336946
A090000041,F;S01;9,A090000023,-0.2722365957,0.2188623981,2021-01-08 06:08:25.336946
A090000747,M;S01;9,A090000023,-0.6090895197,0.1905076239,2021-01-08 06:08:25.336946
A090000250,F;S01;9,A090000023,-0.6012338615,0.1909972948,2021-01-08 06:08:25.336946
A090000417,F;S01;9,A090000023,-0.6090895251,0.1905076236,2021-01-08 06:08:25.336946
A090000733,F;S01;9,A090000023,-0.2722374647,0.2188623025,2021-01-08 06:08:25.336946
A090000007,F;S01;9,A090000023,0.4009141772,0.3382818632,2021-01-08 06:08:25.336946
A090000736,M;S01;9,A090000023,-0.2722374647,0.2188623025,2021-01-08 06:08:25.336946
A090000482,M;S01;9,A090000023,-0.0148031888,0.2534741045,2021-01-08 06:08:25.336946
A090000344,F;S01;9,A090000023,1.5633108862,0.9531798222,2021-01-08 06:08:25.336946
A090000191,F;S01;9,A090000023,1.5633108862,0.9531798222,2021-01-08 06:08:25.336946
A090000143,M;S01;9,A090000023,-0.6090895049,0.1905076248,2021-01-08 06:08:25.336946
A090000659,M;S01;9,A090000023,0.2750857965,0.3087534225,2021-01-08 06:08:25.336946
A090000581,F;S01;9,A090000023,1.5633108862,0.9531798222,2021-01-08 06:08:25.336946
A090000140,M;S01;9,A090000023,0.8392487514,0.4966412097,2021-01-08 06:08:25.336946
A090000318,M;S01;9,A090000023,-0.6012204595,0.1909981362,2021-01-08 06:08:25.336946
A090000216,M;S01;9,A090000023,-0.2722374647,0.2188623025,2021-01-08 06:08:25.336946
A090000372,M;S01;9,A090000023,-0.0134930513,0.2536842929,2021-01-08 06:08:25.336946
A090000451,F;S01;9,A090000023,-0.0134930513,0.2536842929,2021-01-08 06:08:25.336946
A090000227,M;S01;9,A090000023,-0.0148031888,0.2534741045,2021-01-08 06:08:25.336946
A090000510,M;S01;9,A090000023,-0.6090895251,0.1905076236,2021-01-08 06:08:25.336946
A090000619,F;S01;9,A090000023,0.3062146106,0.3157331149,2021-01-08 06:08:25.336946
A090000202,M;S01;9,A090000023,1.1535769414,0.7180873011,2021-01-08 06:08:25.336946
A090000067,M;S01;9,A090000023,0.7938926363,0.4726716609,2021-01-08 06:08:25.336946
A090000303,F;S01;9,A090000023,1.4282941188,0.9163473092,2021-01-08 06:08:25.336946
A090000389,M;S01;9,A090000023,-0.2722374647,0.2188623025,2021-01-08 06:08:25.336946
A090000046,F;S01;9,A090000023,1.5633108862,0.9531798222,2021-01-08 06:08:25.336946
A090000663,F;S01;9,A090000023,0.2752010987,0.308778898,2021-01-08 06:08:25.336946
A090000347,F;S01;9,A090000023,-0.6012338825,0.1909972935,2021-01-08 06:08:25.336946
A090000251,F;S01;9,A090000023,1.5633108862,0.9531798222,2021-01-08 06:08:25.336946
A090000176,F;S01;9,A090000023,1.2453507541,0.7994913036,2021-01-08 06:08:25.336946
A090000319,F;S01;9,A090000023,-0.609077367,0.1905083761,2021-01-08 06:08:25.336946
A090000050,M;S01;9,A090000023,0.9724278608,0.5792015687,2021-01-08 06:08:25.336946
A090000062,M;S01;9,A090000023,1.4282941188,0.9163473092,2021-01-08 06:08:25.336946
A090000678,M;S01;9,A090000023,-0.6090895251,0.1905076236,2021-01-08 06:08:25.336946
A090000628,F;S01;9,A090000023,-0.0148031888,0.2534741045,2021-01-08 06:08:25.336946
A090000225,F;S01;9,A090000023,1.0119348683,0.6065219339,2021-01-08 06:08:25.336946
A090000499,F;S01;9,A090000023,1.5633108862,0.9531798222,2021-01-08 06:08:25.336946
A090000570,F;S01;9,A090000023,-0.2283320178,0.2238667694,2021-01-08 06:08:25.336946
A090000003,F;S01;9,A090000023,0.6171742239,0.4000698248,2021-01-08 06:08:25.336946
A090000276,F;S01;9,A090000023,1.2453507541,0.7994913036,2021-01-08 06:08:25.336946
A090000443,F;S01;9,A090000023,-0.6090895197,0.1905076239,2021-01-08 06:08:25.336946
A090000621,M;S01;9,A090000023,-0.6090895251,0.1905076236,2021-01-08 06:08:25.336946
A090000468,F;S01;9,A090000023,-0.6090895251,0.1905076236,2021-01-08 06:08:25.336946
A090000533,F;S01;9,A090000023,-0.6090895251,0.1905076236,2021-01-08 06:08:25.336946
A090000308,F;S01;9,A090000023,1.5633108862,0.9531798222,2021-01-08 06:08:25.336946
A090000552,M;S01;9,A090000023,1.5633108862,0.9531798222,2021-01-08 06:08:25.336946
A090000478,F;S01;9,A090000023,1.3463155409,0.8753588172,2021-01-08 06:08:25.336946
A090000170,M;S01;9,A090000023,-0.6090895251,0.1905076236,2021-01-08 06:08:25.336946
A090000030,F;S01;9,A090000023,0.3062146106,0.3157331149,2021-01-08 06:08:25.336946
A090000376,F;S01;9,A090000023,1.5633108862,0.9531798222,2021-01-08 06:08:25.336946
A090000400,M;S01;9,A090000023,1.5633108862,0.9531798222,2021-01-08 06:08:25.336946
A090000569,M;S01;9,A090000023,-0.2719745591,0.2188912478,2021-01-08 06:08:25.336946
A090000574,M;S01;9,A090000023,1.5633108862,0.9531798222,2021-01-08 06:08:25.336946
A090000197,F;S01;9,A090000023,1.4282941188,0.9163473092,2021-01-08 06:08:25.336946
A090000359,M;S01;9,A090000023,1.5633108862,0.9531798222,2021-01-08 06:08:25.336946
A090000598,M;S01;9,A090000023,-0.6090895251,0.1905076236,2021-01-08 06:08:25.336946
A090000728,M;S01;9,A090000023,1.5633108862,0.9531798222,2021-01-08 06:08:25.336946
A090000397,F;S01;9,A090000023,0.4441102902,0.3492954868,2021-01-08 06:08:25.336946
A090000431,M;S01;9,A090000023,1.5633108862,0.9531798222,2021-01-08 06:08:25.336946
A090000427,M;S01;9,A090000023,-0.609077367,0.1905083761,2021-01-08 06:08:25.336946
A090000614,M;S01;9,A090000023,-0.6090895251,0.1905076236,2021-01-08 06:08:25.336946
A090000381,M;S01;9,A090000023,-0.601233855,0.1909972953,2021-01-08 06:08:25.336946
A090000190,F;S01;9,A090000023,1.1617628838,0.7252728556,2021-01-08 06:08:25.336946
A090000407,M;S01;9,A090000023,-0.6090895251,0.1905076236,2021-01-08 06:08:25.336946
A090000411,M;S01;9,A090000023,-0.0134930513,0.2536842929,2021-01-08 06:08:25.336946
A090000461,M;S01;9,A090000023,0.4439653144,0.3492576631,2021-01-08 06:08:25.336946
A090000650,F;S01;9,A090000023,1.5633108862,0.9531798222,2021-01-08 06:08:25.336946
A090000105,F;S01;9,A090000023,1.5633108862,0.9531798222,2021-01-08 06:08:25.336946
A090000629,M;S01;9,A090000023,-0.6090895251,0.1905076236,2021-01-08 06:08:25.336946
A090000653,F;S01;9,A090000023,-0.6090773872,0.1905083748,2021-01-08 06:08:25.336946
A090000704,F;S01;9,A090000023,-0.2719740328,0.2188913058,2021-01-08 06:08:25.336946
A090000610,M;S01;9,A090000023,-0.6090895197,0.1905076239,2021-01-08 06:08:25.336946
A090000206,F;S01;9,A090000023,0.5287051061,0.3725260069,2021-01-08 06:08:25.336946
A090000632,M;S01;9,A090000023,-0.6090894996,0.1905076251,2021-01-08 06:08:25.336946
A090000220,F;S01;9,A090000023,1.5633108862,0.9531798222,2021-01-08 06:08:25.336946
A090000477,M;S01;9,A090000023,1.3463155409,0.8753588172,2021-01-08 06:08:25.336946
A090000222,M;S01;9,A090000023,-0.6090895197,0.1905076239,2021-01-08 06:08:25.336946
A090000245,M;S01;9,A090000023,1.4327229055,0.9180696491,2021-01-08 06:08:25.336946
A090000752,M;S01;9,A090000023,1.4282941188,0.9163473092,2021-01-08 06:08:25.336946
A090000300,M;S01;9,A090000023,-0.0147994766,0.2534746995,2021-01-08 06:08:25.336946
A090000466,M;S01;9,A090000023,0.0649362322,0.2669234441,2021-01-08 06:08:25.336946
A090000561,M;S01;9,A090000023,0.4009141772,0.3382818632,2021-01-08 06:08:25.336946
A090000548,F;S01;9,A090000023,0.4434060561,0.3491118115,2021-01-08 06:08:25.336946
A090000026,M;S01;9,A090000023,0.9381051834,0.5564492278,2021-01-08 06:08:25.336946
A090000266,F;S01;9,A090000023,1.5633108862,0.9531798222,2021-01-08 06:08:25.336946
A090000150,M;S01;9,A090000023,1.5633108862,0.9531798222,2021-01-08 06:08:25.336946
A090000145,M;S01;9,A090000023,1.3396957242,0.8712222166,2021-01-08 06:08:25.336946
A090000057,F;S01;9,A090000023,-0.2722374647,0.2188623025,2021-01-08 06:08:25.336946
A090000342,M;S01;9,A090000023,0.2750857965,0.3087534225,2021-01-08 06:08:25.336946
A090000198,M;S01;9,A090000023,-0.6090895251,0.1905076236,2021-01-08 06:08:25.336946
A090000580,M;S01;9,A090000023,1.4282941188,0.9163473092,2021-01-08 06:08:25.336946
A090000706,F;S01;9,A090000023,-0.0147958967,0.2534752734,2021-01-08 06:08:25.336946
A090000355,F;S01;9,A090000023,1.5633108862,0.9531798222,2021-01-08 06:08:25.336946
A090000430,M;S01;9,A090000023,-0.609077367,0.1905083761,2021-01-08 06:08:25.336946
A090000472,M;S01;9,A090000023,0.9177698098,0.5434064886,2021-01-08 06:08:25.336946
A090000201,F;S01;9,A090000023,1.2453507541,0.7994913036,2021-01-08 06:08:25.336946
A090000391,M;S01;9,A090000023,-0.6090895049,0.1905076248,2021-01-08 06:08:25.336946
A090000134,M;S01;9,A090000023,0.0745982622,0.2686440385,2021-01-08 06:08:25.336946
A090000374,M;S01;9,A090000023,-0.6090773872,0.1905083748,2021-01-08 06:08:25.336946
A090000620,M;S01;9,A090000023,0.0746259145,0.268648991,2021-01-08 06:08:25.336946
A090000215,F;S01;9,A090000023,1.5633108862,0.9531798222,2021-01-08 06:08:25.336946
A090000188,M;S01;9,A090000023,0.2605622152,0.3055667817,2021-01-08 06:08:25.336946
A090000038,F;S01;9,A090000023,1.5633108862,0.9531798222,2021-01-08 06:08:25.336946
A090000731,F;S01;9,A090000023,1.5633108862,0.9531798222,2021-01-08 06:08:25.336946
A090000111,F;S01;9,A090000023,1.3396957242,0.8712222166,2021-01-08 06:08:25.336946
A090000698,M;S01;9,A090000023,0.0686514601,0.2675827165,2021-01-08 06:08:25.336946
A090000275,F;S01;9,A090000023,-0.5809173918,0.1922962302,2021-01-08 06:08:25.336946
A090000138,M;S01;9,A090000023,-0.2722371203,0.2188623404,2021-01-08 06:08:25.336946
A090000090,F;S01;9,A090000023,1.5633108862,0.9531798222,2021-01-08 06:08:25.336946
A090000210,M;S01;9,A090000023,0.2750857965,0.3087534225,2021-01-08 06:08:25.336946
